,Account Status,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarantors,Residence,Property,Age,Other Installments,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
612,0,21,2,2,3357,3,1,4,1,0,2,2,29,0,1,1,2,1,90,0,0
613,0,24,1,0,3632,0,2,1,1,2,4,2,22,0,0,1,2,1,90,1,0
614,3,18,3,1,1808,0,3,4,1,0,1,0,22,2,1,1,2,1,90,0,1
615,1,48,0,8,12204,4,2,2,2,0,2,2,48,0,1,1,3,1,91,0,0
616,1,60,3,2,9157,4,2,2,2,0,2,3,27,2,2,1,3,1,90,0,0
617,0,6,4,-1,3676,0,2,1,2,0,3,0,37,2,0,3,2,2,90,0,0
618,1,30,2,1,3441,1,2,2,1,1,4,2,21,2,0,1,2,1,90,0,1
619,3,12,2,-1,640,0,2,4,0,0,2,0,49,2,1,1,1,1,90,0,0
620,1,21,4,8,3652,0,3,2,2,0,3,1,27,2,1,2,2,1,90,0,0
621,3,18,4,-1,1530,0,2,3,2,0,2,1,32,0,1,2,2,1,90,0,1
622,3,48,2,8,3914,4,2,4,0,0,2,0,38,0,1,1,2,1,90,0,1
623,0,12,2,1,1858,0,1,4,1,0,1,2,22,2,0,1,2,1,90,0,0
624,0,18,2,2,2600,0,2,4,2,0,4,3,65,2,2,2,2,1,90,0,1
625,3,15,2,2,1979,4,4,4,2,0,2,2,35,2,1,1,2,1,90,0,0
626,2,6,2,1,2116,0,2,2,2,0,2,0,41,2,1,1,2,1,91,0,0
627,1,9,1,-1,1437,1,3,2,2,0,3,3,29,2,1,1,2,1,90,0,1
628,3,42,4,1,4042,2,2,4,2,0,4,0,36,2,1,2,2,1,91,0,0
629,3,9,2,5,3832,4,4,1,2,0,4,0,64,2,1,1,1,1,90,0,0
630,0,24,2,2,3660,0,2,2,1,0,4,2,28,2,1,1,2,1,90,0,0
631,0,18,1,1,1553,0,2,4,2,0,3,2,44,0,1,1,2,1,90,0,1
632,1,15,2,2,1444,4,1,4,2,0,1,1,23,2,1,1,2,1,90,0,0
633,3,9,2,1,1980,0,1,2,1,1,2,2,19,2,0,2,2,1,90,0,1
634,1,24,2,-1,1355,0,1,3,1,0,4,2,25,2,1,1,1,1,91,0,1
635,3,12,2,5,1393,0,4,4,2,0,4,1,47,0,1,3,2,2,91,0,0
636,3,24,2,2,1376,2,3,4,1,0,1,2,28,2,1,1,2,1,90,0,0
637,3,60,3,2,15653,0,3,2,2,0,4,2,21,2,1,2,2,1,91,0,0
638,3,12,2,2,1493,0,1,4,1,0,3,2,34,2,1,1,2,2,90,0,0
639,0,42,3,2,4370,0,3,3,2,0,2,1,26,0,1,2,2,2,91,0,1
640,0,18,2,5,750,0,0,4,1,0,1,0,27,2,1,1,0,1,90,0,1
641,1,15,2,4,1308,0,4,4,2,0,4,2,38,2,1,2,1,1,90,0,0
642,3,15,2,5,4623,1,2,3,2,0,2,1,40,2,1,1,3,1,91,0,1
643,3,24,4,2,1851,0,3,4,3,2,2,2,33,2,1,2,2,1,91,0,0
644,0,18,4,2,1880,0,3,4,3,0,1,1,32,2,1,2,3,1,91,0,0
645,3,36,3,8,7980,4,1,4,2,0,4,2,27,2,0,2,2,1,91,0,1
646,0,30,0,1,4583,0,2,2,0,2,2,0,32,2,1,2,2,1,90,0,0
647,3,12,2,-1,1386,2,2,2,1,0,2,1,26,2,1,1,2,1,90,0,1
648,2,24,2,-1,947,0,3,4,2,0,3,3,38,0,2,1,2,2,90,0,1
649,0,12,2,5,684,0,2,4,2,0,4,2,40,2,0,1,1,2,90,0,1
650,0,48,2,5,7476,0,3,4,2,0,1,3,50,2,2,1,3,1,91,0,0
651,1,12,2,1,1922,0,2,4,2,0,2,1,37,2,1,1,1,1,90,0,1
652,0,24,2,-1,2303,0,4,4,2,1,1,0,45,2,1,1,2,1,90,0,1
653,1,36,3,-1,8086,1,4,2,2,0,4,2,42,2,1,4,3,1,91,0,1
654,3,24,4,0,2346,0,3,4,2,0,3,2,35,2,1,2,2,1,91,0,0
655,0,14,2,-1,3973,0,0,1,2,0,4,3,22,2,2,1,2,1,90,0,0
656,1,12,2,-1,888,0,4,4,2,0,4,2,41,0,1,1,1,2,90,0,1
657,3,48,2,2,10222,4,3,4,2,0,3,2,37,1,1,1,2,1,91,0,0
658,1,30,0,8,4221,0,2,2,1,0,1,2,28,2,1,2,2,1,90,0,0
659,1,18,4,1,6361,0,4,2,2,0,1,3,41,2,1,1,2,1,91,0,0
660,2,12,2,2,1297,0,2,3,3,0,4,0,23,2,0,1,2,1,90,0,0
661,0,12,2,-1,900,4,2,4,3,0,2,2,23,2,1,1,2,1,90,0,1
662,3,21,2,1,2241,0,4,4,2,0,2,0,50,2,1,2,2,1,90,0,0
663,1,6,3,1,1050,0,0,4,2,0,1,1,35,1,1,2,3,1,91,0,0
664,2,6,4,5,1047,0,2,2,1,0,4,1,50,2,1,1,1,1,90,0,0
665,3,24,4,9,6314,0,0,4,2,1,2,3,27,0,1,2,3,1,91,0,0
666,1,30,1,1,3496,3,2,4,2,0,2,2,34,1,1,1,2,2,91,0,0
667,3,48,1,8,3609,0,2,1,1,0,1,0,27,1,1,1,2,1,90,0,0
668,0,12,4,-1,4843,0,4,3,2,1,4,1,43,2,0,2,2,1,91,0,1
669,2,30,4,2,3017,0,4,4,2,0,4,1,47,2,1,1,2,1,90,0,0
670,3,24,4,8,4139,1,2,3,2,0,3,1,27,2,1,2,1,1,91,0,0
671,3,36,2,8,5742,1,3,2,2,0,2,2,31,2,1,2,2,1,91,0,0
672,3,60,2,-1,10366,0,4,2,2,0,4,1,42,2,1,1,3,1,91,0,0
673,3,6,4,-1,2080,2,2,1,3,0,2,2,24,2,1,1,2,1,90,0,0
674,3,21,3,8,2580,2,1,4,2,0,2,0,41,0,1,1,1,2,90,0,1
675,3,30,4,2,4530,0,3,4,1,0,4,2,26,2,0,1,3,1,91,0,0
676,3,24,4,1,5150,0,4,4,2,0,4,2,33,2,1,1,2,1,91,0,0
677,1,72,2,2,5595,1,2,2,3,0,2,2,24,2,1,1,2,1,90,0,1
678,0,24,2,2,2384,0,4,4,2,0,4,0,64,0,0,1,1,1,90,0,0
679,3,18,2,2,1453,0,1,3,1,0,1,0,26,2,1,1,2,1,90,0,0
680,3,6,2,5,1538,0,1,1,1,0,2,3,56,2,1,1,2,1,90,0,0
681,3,12,2,2,2279,4,2,4,2,0,4,3,37,2,2,1,2,1,91,0,0
682,3,15,3,2,1478,0,2,4,3,0,3,0,33,0,1,2,2,1,90,0,0
683,3,24,4,2,5103,0,1,3,3,0,3,3,47,2,2,3,2,1,91,0,0
684,1,36,3,8,9857,1,3,1,2,0,3,1,31,2,1,2,1,2,91,0,0
685,3,60,2,-1,6527,4,2,4,2,0,4,3,34,2,2,1,2,2,91,0,0
686,2,10,4,2,1347,4,3,4,2,0,2,1,27,2,1,2,2,1,91,0,0
687,1,36,3,-1,2862,1,4,4,2,0,3,3,30,2,2,1,2,1,90,0,0
688,3,9,2,2,2753,1,4,3,2,1,4,2,35,2,1,1,2,1,91,0,0
689,0,12,2,-1,3651,3,2,1,2,0,3,1,31,2,1,1,2,2,90,0,0
690,0,15,4,1,975,0,2,2,0,0,3,1,25,2,1,2,2,1,90,0,0
691,1,15,2,4,2631,1,2,3,1,0,2,0,25,2,1,1,1,1,90,0,0
692,1,24,2,2,2896,1,1,2,2,0,1,2,29,2,1,1,2,1,90,0,0
693,0,6,4,-1,4716,4,1,1,2,0,3,0,44,2,1,2,1,2,90,0,0
694,3,24,2,2,2284,0,3,4,2,0,2,2,28,2,1,1,2,1,91,0,0
695,3,6,2,0,1236,2,2,2,2,0,4,1,50,2,0,1,2,1,90,0,0
696,1,12,2,2,1103,0,3,4,2,2,3,0,29,2,1,2,2,1,90,1,0
697,3,12,4,-1,926,0,0,1,1,0,2,1,38,2,1,1,0,1,90,0,0
698,3,18,4,2,1800,0,2,4,2,0,2,2,24,2,1,2,2,1,90,0,0
699,2,15,2,5,1905,0,4,4,2,0,4,2,40,2,0,1,3,1,91,0,0
700,3,12,2,1,1123,2,2,4,1,0,4,2,29,2,0,1,1,1,90,0,1
701,0,48,4,0,6331,0,4,4,2,0,4,3,46,2,2,2,2,1,91,0,1
702,2,24,2,2,1377,1,4,4,1,0,2,3,47,2,2,1,2,1,91,0,0
703,1,30,3,8,2503,1,4,4,2,0,2,1,41,1,1,2,2,1,90,0,0
704,1,27,2,8,2528,0,1,4,1,0,1,1,32,2,1,1,2,2,91,0,0
705,3,15,2,-1,5324,2,4,1,1,0,4,3,35,2,2,1,2,1,90,0,0
706,1,48,2,-1,6560,1,3,3,2,0,2,1,24,2,1,1,2,1,90,0,1
707,1,12,0,1,2969,0,1,4,1,0,3,1,25,2,0,2,2,1,90,0,1
708,1,9,2,2,1206,0,4,4,1,0,4,0,25,2,1,1,2,1,90,0,0
709,1,9,2,2,2118,0,2,2,2,0,2,0,37,2,1,1,1,2,90,0,0
710,3,18,4,2,629,2,4,4,2,0,3,1,32,0,1,2,3,1,91,0,0
711,0,6,1,5,1198,0,4,4,1,0,4,3,35,2,2,1,2,1,90,0,1
712,3,21,2,0,2476,4,4,4,2,0,4,0,46,2,1,1,3,1,91,0,0
713,0,9,4,2,1138,0,2,4,2,0,4,0,25,2,1,2,1,1,90,0,0
714,1,60,2,-1,14027,0,3,4,2,0,2,3,27,2,1,1,3,1,91,0,1
715,3,30,4,0,7596,4,4,1,2,0,4,2,63,2,1,2,2,1,90,0,0
716,3,30,4,2,3077,4,4,3,2,0,2,2,40,2,1,2,2,2,91,0,0
717,3,18,2,2,1505,0,2,4,2,0,2,3,32,2,2,1,3,1,91,0,0
718,2,24,4,2,3148,4,2,3,2,0,2,2,31,2,1,2,2,1,91,0,0
719,1,20,0,0,6148,1,4,3,3,0,4,2,31,0,1,2,2,1,91,0,0
720,2,9,0,2,1337,0,1,4,2,0,2,2,34,2,1,2,3,1,91,0,1
721,1,6,1,5,433,3,1,4,1,0,2,1,24,0,0,1,2,2,90,0,1
722,0,12,2,-1,1228,0,2,4,1,0,2,0,24,2,1,1,1,1,90,0,1
723,1,9,2,2,790,2,2,4,1,0,3,0,66,2,1,1,1,1,90,0,0
724,3,27,2,-1,2570,0,2,3,1,0,3,0,21,2,0,1,2,1,90,0,1
725,3,6,4,-1,250,3,2,2,1,0,2,0,41,0,1,2,1,1,90,0,0
726,3,15,4,2,1316,2,2,2,3,0,2,1,47,2,1,2,1,1,90,0,0
727,0,18,2,2,1882,0,2,4,1,0,4,2,25,0,0,2,2,1,90,0,1
728,1,48,1,8,6416,0,4,4,1,0,3,3,59,2,0,1,2,1,90,0,1
729,2,24,4,8,1275,3,2,2,0,0,4,0,36,2,1,2,2,1,91,0,0
730,1,24,3,2,6403,0,1,1,2,0,2,2,33,2,1,1,2,1,90,0,0
731,0,24,2,2,1987,0,2,2,2,0,4,0,21,2,0,1,1,2,90,0,1
732,1,8,2,2,760,0,3,4,1,2,2,0,44,2,1,1,1,1,90,0,0
733,3,24,2,0,2603,3,2,2,1,0,4,2,28,2,0,1,2,1,91,0,0
734,3,4,4,-1,3380,0,3,1,1,0,1,0,37,2,1,1,2,2,90,0,0
735,1,36,1,3,3990,4,1,3,1,0,2,3,29,0,1,1,0,1,90,0,0
736,1,24,2,0,11560,0,2,1,1,0,4,2,23,2,0,2,3,1,90,0,1
737,0,18,2,-1,4380,1,2,3,2,0,4,2,35,2,1,1,1,2,91,0,0
738,3,6,4,-1,6761,0,3,1,2,0,3,3,45,2,1,2,3,2,91,0,0
739,1,30,0,8,4280,1,2,4,1,0,4,2,26,2,0,2,1,1,90,0,1
740,0,24,1,-1,2325,1,3,2,2,0,3,2,32,0,1,1,2,1,90,0,0
741,1,10,1,2,1048,0,2,4,2,0,4,0,23,1,1,1,1,1,90,0,0
742,3,21,2,2,3160,4,4,4,2,0,3,1,41,2,1,1,2,1,91,0,0
743,0,24,1,1,2483,2,2,4,2,0,4,0,22,1,1,1,2,1,91,0,0
744,0,39,4,1,14179,4,3,4,2,0,4,1,30,2,1,2,3,1,91,0,0
745,0,13,4,8,1797,0,1,3,2,0,1,1,28,0,1,2,1,1,90,0,0
746,0,15,2,-1,2511,0,0,1,1,0,4,2,23,2,0,1,2,1,90,0,0
747,0,12,2,-1,1274,0,1,3,1,0,1,0,37,2,1,1,1,1,90,0,1
748,3,21,2,0,5248,4,2,1,2,0,3,2,26,2,1,1,2,1,90,0,0
749,3,15,2,0,3029,0,3,2,2,0,2,2,33,2,1,1,2,1,90,0,0
750,0,6,2,1,428,0,4,2,1,0,1,1,49,0,1,1,2,1,91,0,0
751,0,18,2,-1,976,0,1,1,1,0,2,2,23,2,1,1,1,1,90,0,1
752,1,12,2,8,841,1,3,2,1,0,4,0,23,2,0,1,1,1,90,0,0
753,3,30,4,2,5771,0,3,4,1,0,2,2,25,2,1,2,2,1,90,0,0
754,3,12,3,4,1555,3,4,4,2,0,4,3,55,2,2,2,2,2,90,0,1
755,0,24,2,-1,1285,4,3,4,1,0,4,3,32,2,0,1,2,1,90,0,1
756,2,6,4,-1,1299,0,2,1,2,0,1,0,74,2,1,3,0,2,90,1,0
757,2,15,4,2,1271,4,2,3,2,0,4,3,39,2,2,2,2,1,91,0,1
758,3,24,2,-1,1393,0,2,2,2,2,2,0,31,2,1,1,2,1,91,0,0
759,0,12,4,-1,691,0,4,4,2,0,3,1,35,2,1,2,2,1,90,0,1
760,3,15,4,-1,5045,4,4,1,1,0,4,2,59,2,1,1,2,1,91,0,0
761,0,18,4,1,2124,0,2,4,1,0,4,0,24,2,0,2,2,1,90,0,1
762,0,12,2,2,2214,0,2,4,2,0,3,1,24,2,1,1,1,1,90,0,0
763,3,21,4,-1,12680,4,4,4,2,0,4,3,30,2,2,1,3,1,91,0,1
764,3,24,4,-1,2463,1,3,4,3,0,3,1,27,2,1,2,2,1,91,0,0
765,1,12,2,2,1155,0,4,3,3,2,3,0,40,0,1,2,1,1,90,0,0
766,0,30,2,1,3108,0,1,2,0,0,4,1,31,2,1,1,1,1,90,0,1
767,3,10,2,0,2901,4,1,1,1,0,4,0,31,2,0,1,2,1,90,0,0
768,1,12,4,1,3617,0,4,1,2,0,4,2,28,2,0,3,2,1,91,0,0
769,3,12,4,2,1655,0,4,2,2,0,4,0,63,2,1,2,1,1,91,0,0
770,0,24,2,0,2812,4,4,2,1,0,4,0,26,2,0,1,2,1,90,0,0
771,0,36,4,5,8065,0,2,3,1,0,2,3,25,2,1,2,3,1,91,0,1
772,3,21,4,0,3275,0,4,1,2,0,4,2,36,2,1,1,3,1,91,0,0
773,3,24,4,2,2223,1,4,4,2,0,4,1,52,0,1,2,2,1,90,0,0
774,2,12,4,-1,1480,2,0,2,2,0,4,3,66,0,2,3,0,1,90,0,0
775,0,24,2,-1,1371,4,2,4,1,0,4,0,25,2,0,1,2,1,90,0,1
776,3,36,4,-1,3535,0,3,4,2,0,4,2,37,2,1,2,2,1,91,0,0
777,0,18,2,2,3509,0,3,4,1,2,1,0,25,2,1,1,2,1,90,0,0
778,3,36,4,0,5711,3,4,4,2,0,2,2,38,2,1,2,3,1,91,0,0
779,1,18,2,4,3872,0,0,2,1,0,4,2,67,2,1,1,2,1,91,0,0
780,1,39,4,2,4933,0,3,2,2,2,2,0,25,2,1,2,2,1,90,0,1
781,3,24,4,-1,1940,3,4,4,2,0,4,0,60,2,1,1,2,1,91,0,0
782,1,12,0,7,1410,0,2,2,2,0,2,0,31,2,1,1,1,1,91,0,0
783,1,12,2,-1,836,1,1,4,1,0,2,1,23,0,1,1,1,1,90,0,1
784,1,20,2,0,6468,4,0,1,0,0,4,0,60,2,1,1,3,1,91,0,0
785,1,18,2,8,1941,3,2,4,2,0,2,1,35,2,1,1,1,1,91,0,0
786,3,22,2,2,2675,2,4,3,2,0,4,2,40,2,1,1,2,1,90,0,0
787,3,48,4,0,2751,4,4,4,2,0,3,2,38,2,1,2,2,2,91,0,0
788,1,48,3,5,6224,0,4,4,2,0,4,3,50,2,2,1,2,1,90,0,1
789,0,40,4,5,5998,0,2,4,2,0,3,3,27,0,1,1,2,1,91,0,1
790,1,21,2,8,1188,0,4,2,1,0,4,1,39,2,1,1,2,2,90,0,1
791,3,24,2,0,6313,4,4,3,2,0,4,2,41,2,1,1,3,2,91,0,0
792,3,6,4,1,1221,4,2,1,3,0,2,1,27,2,1,2,2,1,90,0,0
793,2,24,2,1,2892,0,4,3,0,0,4,3,51,2,2,1,2,1,90,0,0
794,3,24,2,1,3062,2,4,4,2,0,3,3,32,2,0,1,2,1,91,0,0
795,3,9,2,1,2301,1,1,2,1,0,4,1,22,2,0,1,2,1,90,0,0
796,0,18,2,0,7511,4,4,1,2,0,4,1,51,2,2,1,2,2,91,0,1
797,3,12,4,1,1258,0,1,2,1,0,4,1,22,2,0,2,1,1,90,0,0
798,3,24,3,-1,717,4,4,4,3,0,4,2,54,2,1,2,2,1,91,0,0
799,1,9,2,-1,1549,4,1,4,2,0,2,0,35,2,1,1,0,1,90,0,0
800,3,24,4,5,1597,0,4,4,2,0,4,3,54,2,2,2,2,2,90,0,0
801,1,18,4,2,1795,0,4,3,1,2,4,0,48,0,0,2,1,1,91,0,0
802,0,20,4,1,4272,0,4,1,1,0,4,1,24,2,1,2,2,1,90,0,0
803,3,12,4,2,976,4,4,4,2,0,4,2,35,2,1,2,2,1,90,0,0
804,1,12,2,-1,7472,4,0,1,1,0,2,0,24,2,0,1,0,1,90,0,0
805,0,36,2,-1,9271,0,3,2,2,0,1,2,24,2,1,1,2,1,91,0,1
806,1,6,2,2,590,0,1,3,3,0,3,0,26,2,1,1,1,1,90,1,0
807,3,12,4,2,930,4,4,4,2,0,4,0,65,2,1,4,2,1,90,0,0
808,1,42,1,0,9283,0,0,1,2,0,2,3,55,0,2,1,3,1,91,0,0
809,1,15,0,-1,1778,0,1,2,1,0,1,0,26,2,0,2,0,1,90,0,1
810,1,8,2,8,907,0,1,3,3,0,2,0,26,2,1,1,2,1,91,0,0
811,1,6,2,2,484,0,3,3,3,2,3,0,28,0,1,1,1,1,90,0,0
812,0,36,4,0,9629,0,3,4,2,0,4,2,24,2,1,2,2,1,91,0,1
813,0,48,2,3,3051,0,2,3,2,0,4,2,54,2,1,1,2,1,90,0,1
814,0,48,2,-1,3931,0,3,4,2,0,4,3,46,2,2,1,2,2,90,0,1
815,1,36,3,-1,7432,0,2,2,1,0,2,1,54,2,0,1,2,1,90,0,0
816,3,6,2,3,1338,2,2,1,0,0,4,0,62,2,1,1,2,1,90,0,0
817,3,6,4,2,1554,0,3,1,1,0,2,2,24,2,0,2,2,1,91,0,0
818,0,36,2,9,15857,0,0,2,0,1,3,2,43,2,1,1,3,1,90,0,0
819,0,18,2,2,1345,0,2,4,3,0,3,0,26,0,1,1,2,1,90,0,1
820,3,12,2,-1,1101,0,2,3,3,0,2,0,27,2,1,2,2,1,91,0,0
821,2,12,2,2,3016,0,2,3,3,0,1,2,24,2,1,1,2,1,90,0,0
822,0,36,2,1,2712,0,4,2,2,0,2,1,41,0,1,1,2,2,90,0,1
823,0,8,4,-1,731,0,4,4,2,0,4,0,47,2,1,2,1,1,90,0,0
824,3,18,4,1,3780,0,1,3,0,0,2,2,35,2,1,2,3,1,91,0,0
825,0,21,4,-1,1602,0,4,4,3,0,3,2,30,2,1,2,2,1,91,0,0
826,0,18,4,-1,3966,0,4,1,1,0,4,0,33,0,0,3,2,1,91,0,1
827,3,18,0,8,4165,0,2,2,2,0,2,2,36,1,1,2,2,2,90,0,1
828,0,36,2,0,8335,4,4,3,2,0,4,3,47,2,2,1,2,1,90,0,1
829,1,48,3,8,6681,4,2,4,2,0,4,3,38,2,2,1,2,2,91,0,0
830,3,24,3,8,2375,2,2,4,2,0,2,2,44,2,1,2,2,2,91,0,0
831,0,18,2,-1,1216,0,1,4,1,0,3,2,23,2,0,1,2,1,91,0,1
832,0,45,0,8,11816,0,4,2,2,0,4,2,29,2,0,2,2,1,90,0,1
833,1,24,2,2,5084,4,4,2,1,0,4,2,42,2,1,1,2,1,91,0,0
834,2,15,2,2,2327,0,1,2,1,0,3,0,25,2,1,1,1,1,90,0,1
835,0,12,0,-1,1082,0,2,4,2,0,4,2,48,0,1,2,2,1,90,0,1
836,3,12,2,2,886,4,2,4,1,0,2,2,21,2,1,1,2,1,90,0,0
837,3,4,2,1,601,0,1,1,1,0,3,0,23,2,0,1,1,2,90,0,0
838,0,24,4,0,2957,0,4,4,2,0,4,1,63,2,1,2,2,1,91,0,0
839,3,24,4,2,2611,0,4,4,3,1,3,0,46,2,1,2,2,1,90,0,0
840,0,36,2,1,5179,0,3,4,2,0,2,1,29,2,1,1,2,1,90,0,1
841,3,21,3,0,2993,0,2,3,2,0,2,0,28,1,1,2,1,1,90,0,0
842,3,18,2,4,1943,0,1,4,1,0,4,0,23,2,1,1,2,1,90,0,1
843,3,24,1,8,1559,0,3,4,2,0,4,2,50,0,1,1,2,1,91,0,0
844,3,18,2,1,3422,0,4,4,2,0,4,1,47,0,1,3,2,2,91,0,0
845,1,21,2,1,3976,4,3,2,2,0,3,2,35,2,1,1,2,1,91,0,0
846,3,18,2,-1,6761,4,2,2,2,0,4,2,68,2,0,2,2,1,90,0,1
847,3,24,2,-1,1249,0,1,4,3,0,2,0,28,2,1,1,2,1,90,0,0
848,0,9,2,2,1364,0,3,3,2,0,4,0,59,2,1,1,2,1,90,0,0
849,0,12,2,2,709,0,4,4,2,0,4,0,57,1,1,1,1,1,90,0,1
850,0,20,4,-1,2235,0,2,4,3,2,2,1,33,0,0,2,2,1,90,1,1
851,3,24,4,0,4042,4,3,3,2,0,4,1,43,2,1,2,2,1,91,0,0
852,3,15,4,2,1471,0,2,4,2,0,4,3,35,2,2,2,2,1,91,0,0
853,0,18,1,-1,1442,0,3,4,2,0,4,3,32,2,2,2,1,2,90,0,1
854,3,36,3,-1,10875,0,4,2,2,0,2,2,45,2,1,2,2,2,91,0,0
855,3,24,2,-1,1474,1,1,4,3,0,3,0,33,2,1,1,2,1,91,0,0
856,3,10,2,7,894,4,3,4,1,0,3,1,40,2,1,1,2,1,91,0,0
857,3,15,4,1,3343,0,2,4,2,0,2,3,28,2,2,1,2,1,91,0,0
858,0,15,2,-1,3959,0,2,3,1,0,2,1,29,2,1,1,2,1,91,0,1
859,3,9,2,-1,3577,1,2,1,2,2,2,0,26,2,0,1,2,2,90,1,0
860,3,24,4,0,5804,3,2,4,2,0,2,0,27,2,1,2,2,1,90,0,0
861,3,18,3,8,2169,0,2,4,3,0,2,2,28,2,1,1,2,1,91,0,1
862,0,24,2,2,2439,0,1,4,1,0,4,0,35,2,1,1,2,1,91,0,1
863,3,27,4,1,4526,3,1,4,2,0,2,0,32,1,1,2,1,2,91,0,0
864,3,10,2,1,2210,0,2,2,2,0,2,0,25,0,0,1,1,1,90,0,1
865,3,15,2,1,2221,2,2,2,1,0,4,2,20,2,0,1,2,1,90,0,0
866,0,18,2,2,2389,0,1,4,1,0,1,2,27,1,1,1,2,1,90,0,0
867,3,12,4,1,3331,0,4,2,2,0,4,1,42,1,1,1,2,1,90,0,0
868,3,36,2,8,7409,4,4,3,2,0,2,1,37,2,1,2,2,1,90,0,0
869,0,12,2,1,652,0,4,4,1,0,4,1,24,2,0,1,2,1,90,0,0
870,3,36,3,1,7678,2,3,2,1,0,4,2,40,2,1,2,2,1,91,0,0
871,2,6,4,-1,1343,0,4,1,2,0,4,0,46,2,1,2,2,2,90,1,0
872,0,24,4,8,1382,1,3,4,2,0,1,0,26,2,1,2,2,1,91,0,0
873,3,15,2,3,874,4,1,4,1,0,1,0,24,2,1,1,2,1,90,0,0
874,0,12,2,1,3590,0,2,2,2,1,2,1,29,2,1,1,1,2,90,0,0
875,1,11,4,-1,1322,3,2,4,1,0,4,2,40,2,1,2,2,1,90,0,0
876,0,18,1,2,1940,0,1,3,2,1,4,3,36,0,2,1,3,1,91,0,0
877,3,36,2,2,3595,0,4,4,2,0,2,2,28,2,1,1,2,1,90,0,0
878,0,9,2,-1,1422,0,1,3,2,0,2,3,27,2,2,1,3,1,91,0,1
879,3,30,4,2,6742,4,3,2,2,0,3,1,36,2,1,2,2,1,90,0,0
880,3,24,2,0,7814,0,3,3,2,0,3,2,38,2,1,1,3,1,91,0,0
881,3,24,2,0,9277,4,2,2,0,0,4,3,48,2,2,1,2,1,91,0,0
882,1,30,4,-1,2181,4,4,4,2,0,4,0,36,2,1,2,2,1,90,0,0
883,3,18,4,2,1098,0,0,4,1,0,4,2,65,2,1,2,0,1,90,0,0
884,1,24,2,1,4057,0,3,3,0,0,3,2,43,2,1,1,2,1,91,0,1
885,0,12,2,5,795,0,1,4,1,0,4,1,53,2,1,1,2,1,90,0,1
886,1,24,4,8,2825,4,3,4,2,0,3,3,34,2,1,2,2,2,91,0,0
887,1,48,2,8,15672,0,2,2,2,0,2,2,23,2,1,1,2,1,91,0,1
888,3,36,4,-1,6614,0,4,4,2,0,4,2,34,2,1,2,3,1,91,0,0
889,3,28,1,0,7824,4,1,3,2,2,4,0,40,0,0,2,2,2,91,0,0
890,0,27,4,8,2442,0,4,4,2,0,4,2,43,1,1,4,3,2,91,0,0
891,3,15,4,2,1829,0,4,4,2,0,4,2,46,2,1,2,2,1,91,0,0
892,0,12,4,-1,2171,0,2,4,2,0,4,1,38,0,1,2,1,1,90,1,0
893,1,36,4,0,5800,0,2,3,2,0,4,2,34,2,1,2,2,1,91,0,0
894,3,18,4,2,1169,4,2,4,2,0,3,1,29,2,1,2,2,1,91,0,0
895,3,36,3,0,8947,4,3,3,2,0,2,2,31,1,1,1,3,2,91,0,0
896,0,21,2,2,2606,0,1,4,1,0,4,1,28,2,0,1,3,1,91,0,0
897,3,12,4,1,1592,3,3,3,1,0,2,1,35,2,1,1,2,1,90,1,0
898,3,15,2,1,2186,4,3,1,1,0,4,0,33,0,0,1,1,1,90,0,0
899,0,18,2,1,4153,0,2,2,2,1,3,2,42,2,1,1,2,1,90,0,1
900,0,16,4,-1,2625,0,4,2,2,2,4,1,43,0,0,1,2,1,91,0,1
901,3,20,4,-1,3485,4,1,2,0,0,4,0,44,2,1,2,2,1,91,0,0
902,3,36,4,0,10477,4,4,2,2,0,4,3,42,2,2,2,2,1,90,0,0
903,3,15,2,2,1386,4,2,4,3,0,2,0,40,2,0,1,2,1,91,0,0
904,3,24,2,2,1278,0,4,4,2,0,1,0,36,2,1,1,3,1,91,0,0
905,0,12,2,2,1107,0,2,2,2,0,2,0,20,2,0,1,3,2,91,0,0
906,0,21,2,-1,3763,4,3,2,2,1,2,0,24,2,1,1,1,1,90,1,0
907,1,36,2,5,3711,4,2,2,3,0,2,2,27,2,1,1,2,1,90,0,0
908,3,15,3,0,3594,0,1,1,1,0,2,1,46,2,1,2,1,1,90,0,0
909,1,9,2,-1,3195,4,2,1,1,0,2,0,33,2,1,1,1,1,90,0,0
910,3,36,3,2,4454,0,2,4,1,0,4,0,34,2,1,2,2,1,90,0,0
911,1,24,4,1,4736,0,1,2,1,0,4,2,25,0,1,1,1,1,90,0,1
912,1,30,2,2,2991,4,4,2,1,0,4,2,25,2,1,1,2,1,90,0,0
913,3,11,2,8,2142,3,4,1,0,0,2,0,28,2,1,1,2,1,91,0,0
914,0,24,1,8,3161,0,2,4,2,0,2,1,31,2,0,1,2,1,91,0,1
915,1,48,0,9,18424,0,2,1,1,0,2,1,32,0,1,1,3,1,91,1,1
916,3,10,2,0,2848,1,2,1,2,1,2,0,32,2,1,1,2,2,90,0,0
917,0,6,2,-1,14896,0,4,1,2,0,4,3,68,0,1,1,3,1,91,0,1
918,0,24,2,1,2359,1,0,1,0,0,1,1,33,2,1,1,2,1,90,0,1
